age_band,0,1,2,3,4,5+,missing
<=22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-34,0.0,1.73347291738302,0.0,0.0,0.0,0.0,0.0
35-39,0.0,0.347007171539737,0.0,1.50511987203199,0.0,0.295364917352246,0.0
40-49,0.0,0.793957678924032,0.0,0.0,0.0,3.764900801051266,0.0
50-59,0.0,0.0,0.0,0.0,0.0,0.951235680050271,0.0
60+,0.0,0.893406027988482,0.0,0.0,0.0,0.608800258231917,0.0
