age_band,0,1,2,3,4,5+,missing
<=22,0.0,8.698726275343407,4.10518707129312,3.5484657414544,1.98348750943776,4.2868823270547285,0.0
23-28,0.0,106.16969854913532,51.76396430804836,47.97411079137005,43.1536763605317,17.542358996165472,0.0
29-34,0.0,211.88921327939812,131.91645402575472,134.666199322376,114.37084727799204,141.01840597574972,0.0
35-39,0.0,204.27193508995973,140.0825330052067,134.5973015977974,93.33266964711603,250.85370487414804,0.0
40-49,0.0,210.27735054990546,136.42732462446114,136.31969244457846,134.78242708642725,353.63965495470046,0.898062624947913
50-59,0.0,106.04772790245573,90.42373132493458,73.56288327307493,75.14776075477471,268.19762440992525,0.954771138299382
60+,0.0,56.30616003716064,28.37131131599978,32.44359941861726,32.866781527392384,131.9620135542277,0.0
