year,cohort_type,set_a,theme_a,set_b,theme_b,n_cohorts,correlation
2024,burn_status,G - Drinking & Smoking,weed,C - Emotions,campmate,5,0.4819
2024,burn_status,G - Drinking & Smoking,weed,C - Emotions,all,5,-0.1749
2024,burn_status,G - Drinking & Smoking,weed,C - Emotions,some,5,0.6361
2024,burn_status,G - Drinking & Smoking,weed,C - Emotions,amazement,5,-0.6181
2024,burn_status,G - Drinking & Smoking,weed,C - Emotions,excitement,5,0.3903
2024,burn_status,G - Drinking & Smoking,weed,C - Emotions,emotion,5,-0.2434
2024,burn_status,G - Drinking & Smoking,weed,C - Emotions,how,5,0.1848
2024,burn_status,G - Drinking & Smoking,weed,C - Emotions,connection,5,0.9362
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,love,5,0.7493
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,campmate,5,-0.3154
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,all,5,-0.1272
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,some,5,-0.739
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,amazement,5,0.143
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,excitement,5,-0.825
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,emotion,5,0.748
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,how,5,0.4211
2024,burn_status,G - Drinking & Smoking,help,C - Emotions,connection,5,-0.7343
