year,set,cohort_type,cohort,theme_id,theme_label,count,cohort_n,prevalence
2024,H - Experiences,age_band,50s,t1,community / heat / friends,7,16,0.4375
2024,H - Experiences,age_band,50s,t7,all / positive / experiences,3,16,0.1875
2024,H - Experiences,age_band,50s,t6,fun / dust / love,2,16,0.125
2024,H - Experiences,age_band,50s,t0,drugs / bad / too,1,16,0.0625
2024,H - Experiences,age_band,50s,t3,art / was / own,2,16,0.125
2024,H - Experiences,age_band,50s,t2,being / here / new,1,16,0.0625
2024,H - Experiences,age_band,40s,t6,fun / dust / love,5,24,0.208333
2024,H - Experiences,age_band,40s,t4,weather / art / serendipity,2,24,0.083333
2024,H - Experiences,age_band,40s,t1,community / heat / friends,6,24,0.25
2024,H - Experiences,age_band,40s,t2,being / here / new,3,24,0.125
2024,H - Experiences,age_band,40s,t5,camp / doing / issues,2,24,0.083333
2024,H - Experiences,age_band,40s,t0,drugs / bad / too,1,24,0.041667
2024,H - Experiences,age_band,40s,t3,art / was / own,3,24,0.125
2024,H - Experiences,age_band,40s,t7,all / positive / experiences,2,24,0.083333
2024,H - Experiences,age_band,<30,t0,drugs / bad / too,3,23,0.130435
2024,H - Experiences,age_band,<30,t2,being / here / new,2,23,0.086957
2024,H - Experiences,age_band,<30,t7,all / positive / experiences,3,23,0.130435
2024,H - Experiences,age_band,<30,t3,art / was / own,4,23,0.173913
2024,H - Experiences,age_band,<30,t6,fun / dust / love,3,23,0.130435
2024,H - Experiences,age_band,<30,t1,community / heat / friends,7,23,0.304348
2024,H - Experiences,age_band,<30,t4,weather / art / serendipity,1,23,0.043478
2024,H - Experiences,burn_statusxgender,Virgin | F,t2,being / here / new,3,18,0.166667
2024,H - Experiences,burn_statusxgender,Virgin | F,t3,art / was / own,3,18,0.166667
2024,H - Experiences,burn_statusxgender,Virgin | F,t6,fun / dust / love,3,18,0.166667
2024,H - Experiences,burn_statusxgender,Virgin | F,t0,drugs / bad / too,2,18,0.111111
2024,H - Experiences,burn_statusxgender,Virgin | F,t7,all / positive / experiences,3,18,0.166667
2024,H - Experiences,burn_statusxgender,Virgin | F,t4,weather / art / serendipity,1,18,0.055556
2024,H - Experiences,burn_statusxgender,Virgin | F,t1,community / heat / friends,3,18,0.166667
2024,H - Experiences,burn_statusxgender,Virgin | M,t6,fun / dust / love,3,19,0.157895
2024,H - Experiences,burn_statusxgender,Virgin | M,t3,art / was / own,2,19,0.105263
2024,H - Experiences,burn_statusxgender,Virgin | M,t1,community / heat / friends,7,19,0.368421
2024,H - Experiences,burn_statusxgender,Virgin | M,t2,being / here / new,3,19,0.157895
2024,H - Experiences,burn_statusxgender,Virgin | M,t0,drugs / bad / too,2,19,0.105263
2024,H - Experiences,burn_statusxgender,Virgin | M,t7,all / positive / experiences,1,19,0.052632
2024,H - Experiences,burn_statusxgender,Virgin | M,t5,camp / doing / issues,1,19,0.052632
2024,H - Experiences,burn_statusxgender,Veteran | M,t4,weather / art / serendipity,2,15,0.133333
2024,H - Experiences,burn_statusxgender,Veteran | M,t7,all / positive / experiences,2,15,0.133333
2024,H - Experiences,burn_statusxgender,Veteran | M,t1,community / heat / friends,6,15,0.4
2024,H - Experiences,burn_statusxgender,Veteran | M,t0,drugs / bad / too,1,15,0.066667
2024,H - Experiences,burn_statusxgender,Veteran | M,t3,art / was / own,2,15,0.133333
2024,H - Experiences,burn_statusxgender,Veteran | M,t2,being / here / new,2,15,0.133333
2024,H - Experiences,burn_statusxregion,Veteran | Local/West,t4,weather / art / serendipity,2,17,0.117647
2024,H - Experiences,burn_statusxregion,Veteran | Local/West,t1,community / heat / friends,6,17,0.352941
2024,H - Experiences,burn_statusxregion,Veteran | Local/West,t7,all / positive / experiences,1,17,0.058824
2024,H - Experiences,burn_statusxregion,Veteran | Local/West,t0,drugs / bad / too,2,17,0.117647
2024,H - Experiences,burn_statusxregion,Veteran | Local/West,t3,art / was / own,3,17,0.176471
2024,H - Experiences,burn_statusxregion,Veteran | Local/West,t6,fun / dust / love,1,17,0.058824
2024,H - Experiences,burn_statusxregion,Veteran | Local/West,t2,being / here / new,2,17,0.117647
2024,H - Experiences,burn_statusxregion,Virgin | US Other,t6,fun / dust / love,6,15,0.4
2024,H - Experiences,burn_statusxregion,Virgin | US Other,t3,art / was / own,1,15,0.066667
2024,H - Experiences,burn_statusxregion,Virgin | US Other,t7,all / positive / experiences,1,15,0.066667
2024,H - Experiences,burn_statusxregion,Virgin | US Other,t1,community / heat / friends,6,15,0.4
2024,H - Experiences,burn_statusxregion,Virgin | US Other,t0,drugs / bad / too,1,15,0.066667
2024,H - Experiences,burn_statusxregion,Sophomore | US Other,t4,weather / art / serendipity,1,21,0.047619
2024,H - Experiences,burn_statusxregion,Sophomore | US Other,t1,community / heat / friends,11,21,0.52381
2024,H - Experiences,burn_statusxregion,Sophomore | US Other,t2,being / here / new,2,21,0.095238
2024,H - Experiences,burn_statusxregion,Sophomore | US Other,t3,art / was / own,4,21,0.190476
2024,H - Experiences,burn_statusxregion,Sophomore | US Other,t0,drugs / bad / too,2,21,0.095238
2024,H - Experiences,burn_statusxregion,Sophomore | US Other,t6,fun / dust / love,1,21,0.047619
2024,H - Experiences,burn_statusxregion,Veteran | US Other,t7,all / positive / experiences,2,17,0.117647
2024,H - Experiences,burn_statusxregion,Veteran | US Other,t3,art / was / own,2,17,0.117647
2024,H - Experiences,burn_statusxregion,Veteran | US Other,t1,community / heat / friends,8,17,0.470588
2024,H - Experiences,burn_statusxregion,Veteran | US Other,t0,drugs / bad / too,1,17,0.058824
2024,H - Experiences,burn_statusxregion,Veteran | US Other,t5,camp / doing / issues,1,17,0.058824
2024,H - Experiences,burn_statusxregion,Veteran | US Other,t4,weather / art / serendipity,1,17,0.058824
2024,H - Experiences,burn_statusxregion,Veteran | US Other,t6,fun / dust / love,1,17,0.058824
2024,H - Experiences,burn_statusxregion,Veteran | US Other,t2,being / here / new,1,17,0.058824
2024,H - Experiences,burn_statusxregion,Virgin | Local/West,t2,being / here / new,3,22,0.136364
2024,H - Experiences,burn_statusxregion,Virgin | Local/West,t3,art / was / own,4,22,0.181818
2024,H - Experiences,burn_statusxregion,Virgin | Local/West,t0,drugs / bad / too,3,22,0.136364
2024,H - Experiences,burn_statusxregion,Virgin | Local/West,t1,community / heat / friends,6,22,0.272727
2024,H - Experiences,burn_statusxregion,Virgin | Local/West,t7,all / positive / experiences,4,22,0.181818
2024,H - Experiences,burn_statusxregion,Virgin | Local/West,t4,weather / art / serendipity,1,22,0.045455
2024,H - Experiences,burn_statusxregion,Virgin | Local/West,t5,camp / doing / issues,1,22,0.045455
2024,H - Experiences,genderxregion,F | Local/West,t4,weather / art / serendipity,3,27,0.111111
2024,H - Experiences,genderxregion,F | Local/West,t2,being / here / new,5,27,0.185185
2024,H - Experiences,genderxregion,F | Local/West,t3,art / was / own,3,27,0.111111
2024,H - Experiences,genderxregion,F | Local/West,t1,community / heat / friends,5,27,0.185185
2024,H - Experiences,genderxregion,F | Local/West,t0,drugs / bad / too,3,27,0.111111
2024,H - Experiences,genderxregion,F | Local/West,t6,fun / dust / love,3,27,0.111111
2024,H - Experiences,genderxregion,F | Local/West,t7,all / positive / experiences,3,27,0.111111
2024,H - Experiences,genderxregion,F | Local/West,t5,camp / doing / issues,2,27,0.074074
2024,H - Experiences,genderxregion,M | US Other,t0,drugs / bad / too,2,25,0.08
2024,H - Experiences,genderxregion,M | US Other,t6,fun / dust / love,4,25,0.16
2024,H - Experiences,genderxregion,M | US Other,t2,being / here / new,3,25,0.12
2024,H - Experiences,genderxregion,M | US Other,t4,weather / art / serendipity,2,25,0.08
2024,H - Experiences,genderxregion,M | US Other,t3,art / was / own,4,25,0.16
2024,H - Experiences,genderxregion,M | US Other,t1,community / heat / friends,9,25,0.36
2024,H - Experiences,genderxregion,M | US Other,t7,all / positive / experiences,1,25,0.04
2024,H - Experiences,genderxregion,M | Local/West,t1,community / heat / friends,14,32,0.4375
2024,H - Experiences,genderxregion,M | Local/West,t0,drugs / bad / too,6,32,0.1875
2024,H - Experiences,genderxregion,M | Local/West,t2,being / here / new,3,32,0.09375
2024,H - Experiences,genderxregion,M | Local/West,t4,weather / art / serendipity,1,32,0.03125
2024,H - Experiences,genderxregion,M | Local/West,t3,art / was / own,3,32,0.09375
2024,H - Experiences,genderxregion,M | Local/West,t7,all / positive / experiences,4,32,0.125
2024,H - Experiences,genderxregion,M | Local/West,t5,camp / doing / issues,1,32,0.03125
2024,H - Experiences,genderxregion,F | US Other,t1,community / heat / friends,12,22,0.545455
2024,H - Experiences,genderxregion,F | US Other,t6,fun / dust / love,5,22,0.227273
2024,H - Experiences,genderxregion,F | US Other,t3,art / was / own,1,22,0.045455
2024,H - Experiences,genderxregion,F | US Other,t0,drugs / bad / too,2,22,0.090909
2024,H - Experiences,genderxregion,F | US Other,t7,all / positive / experiences,1,22,0.045455
2024,H - Experiences,genderxregion,F | US Other,t2,being / here / new,1,22,0.045455
2024,F - Costumes,burn_status,Unknown,t0,both / positively / most,2,22,0.090909
2024,F - Costumes,burn_status,Unknown,t4,clothes / normal / ahead,5,22,0.227273
2024,F - Costumes,burn_status,Unknown,t7,more / much / comfortable,5,22,0.227273
2024,F - Costumes,burn_status,Unknown,t1,plan / ahead / others,3,22,0.136364
2024,F - Costumes,burn_status,Unknown,t2,myself / comfort / express,3,22,0.136364
2024,F - Costumes,burn_status,Unknown,t6,outfits / love / more,2,22,0.090909
2024,F - Costumes,burn_status,Unknown,t5,good / conversation / fun,1,22,0.045455
2024,F - Costumes,burn_status,Unknown,t3,mood / self / depends,1,22,0.045455
2024,F - Costumes,burn_status,Virgin,t6,outfits / love / more,5,38,0.131579
2024,F - Costumes,burn_status,Virgin,t5,good / conversation / fun,3,38,0.078947
2024,F - Costumes,burn_status,Virgin,t7,more / much / comfortable,12,38,0.315789
2024,F - Costumes,burn_status,Virgin,t2,myself / comfort / express,5,38,0.131579
2024,F - Costumes,burn_status,Virgin,t4,clothes / normal / ahead,2,38,0.052632
2024,F - Costumes,burn_status,Virgin,t1,plan / ahead / others,3,38,0.078947
2024,F - Costumes,burn_status,Virgin,t3,mood / self / depends,6,38,0.157895
2024,F - Costumes,burn_status,Virgin,t0,both / positively / most,2,38,0.052632
2024,F - Costumes,burn_status,Veteran,t7,more / much / comfortable,6,29,0.206897
2024,F - Costumes,burn_status,Veteran,t2,myself / comfort / express,8,29,0.275862
2024,F - Costumes,burn_status,Veteran,t3,mood / self / depends,3,29,0.103448
2024,F - Costumes,burn_status,Veteran,t1,plan / ahead / others,2,29,0.068966
2024,F - Costumes,burn_status,Veteran,t5,good / conversation / fun,4,29,0.137931
2024,F - Costumes,burn_status,Veteran,t6,outfits / love / more,4,29,0.137931
2024,F - Costumes,burn_status,Veteran,t4,clothes / normal / ahead,2,29,0.068966
2024,F - Costumes,burn_status,Elder,t2,myself / comfort / express,3,17,0.176471
2024,F - Costumes,burn_status,Elder,t7,more / much / comfortable,3,17,0.176471
2024,F - Costumes,burn_status,Elder,t6,outfits / love / more,3,17,0.176471
2024,F - Costumes,burn_status,Elder,t0,both / positively / most,1,17,0.058824
2024,F - Costumes,burn_status,Elder,t5,good / conversation / fun,3,17,0.176471
2024,F - Costumes,burn_status,Elder,t1,plan / ahead / others,2,17,0.117647
2024,F - Costumes,burn_status,Elder,t3,mood / self / depends,2,17,0.117647
2024,F - Costumes,burn_status,Sophomore,t0,both / positively / most,2,33,0.060606
2024,F - Costumes,burn_status,Sophomore,t1,plan / ahead / others,6,33,0.181818
2024,F - Costumes,burn_status,Sophomore,t4,clothes / normal / ahead,5,33,0.151515
2024,F - Costumes,burn_status,Sophomore,t7,more / much / comfortable,8,33,0.242424
2024,F - Costumes,burn_status,Sophomore,t6,outfits / love / more,3,33,0.090909
2024,F - Costumes,burn_status,Sophomore,t5,good / conversation / fun,1,33,0.030303
2024,F - Costumes,burn_status,Sophomore,t2,myself / comfort / express,3,33,0.090909
2024,F - Costumes,burn_status,Sophomore,t3,mood / self / depends,5,33,0.151515
2024,F - Costumes,gender,M,t0,both / positively / most,3,54,0.055556
2024,F - Costumes,gender,M,t6,outfits / love / more,9,54,0.166667
2024,F - Costumes,gender,M,t5,good / conversation / fun,5,54,0.092593
2024,F - Costumes,gender,M,t2,myself / comfort / express,7,54,0.12963
2024,F - Costumes,gender,M,t7,more / much / comfortable,14,54,0.259259
2024,F - Costumes,gender,M,t4,clothes / normal / ahead,2,54,0.037037
2024,F - Costumes,gender,M,t1,plan / ahead / others,8,54,0.148148
2024,F - Costumes,gender,M,t3,mood / self / depends,6,54,0.111111
2024,F - Costumes,gender,O,t0,both / positively / most,1,24,0.041667
2024,F - Costumes,gender,O,t4,clothes / normal / ahead,5,24,0.208333
2024,F - Costumes,gender,O,t7,more / much / comfortable,8,24,0.333333
2024,F - Costumes,gender,O,t2,myself / comfort / express,2,24,0.083333
2024,F - Costumes,gender,O,t6,outfits / love / more,3,24,0.125
2024,F - Costumes,gender,O,t1,plan / ahead / others,1,24,0.041667
2024,F - Costumes,gender,O,t5,good / conversation / fun,1,24,0.041667
2024,F - Costumes,gender,O,t3,mood / self / depends,3,24,0.125
2024,F - Costumes,gender,F,t7,more / much / comfortable,12,58,0.206897
2024,F - Costumes,gender,F,t2,myself / comfort / express,12,58,0.206897
2024,F - Costumes,gender,F,t3,mood / self / depends,8,58,0.137931
2024,F - Costumes,gender,F,t1,plan / ahead / others,7,58,0.12069
2024,F - Costumes,gender,F,t4,clothes / normal / ahead,6,58,0.103448
2024,F - Costumes,gender,F,t6,outfits / love / more,4,58,0.068966
2024,F - Costumes,gender,F,t5,good / conversation / fun,6,58,0.103448
2024,F - Costumes,gender,F,t0,both / positively / most,3,58,0.051724
2024,F - Costumes,region,US Other,t0,both / positively / most,3,67,0.044776
2024,F - Costumes,region,US Other,t6,outfits / love / more,10,67,0.149254
2024,F - Costumes,region,US Other,t2,myself / comfort / express,11,67,0.164179
2024,F - Costumes,region,US Other,t5,good / conversation / fun,6,67,0.089552
2024,F - Costumes,region,US Other,t7,more / much / comfortable,16,67,0.238806
2024,F - Costumes,region,US Other,t3,mood / self / depends,7,67,0.104478
2024,F - Costumes,region,US Other,t1,plan / ahead / others,9,67,0.134328
2024,F - Costumes,region,US Other,t4,clothes / normal / ahead,5,67,0.074627
2024,F - Costumes,region,Local/West,t7,more / much / comfortable,16,66,0.242424
2024,F - Costumes,region,Local/West,t0,both / positively / most,4,66,0.060606
2024,F - Costumes,region,Local/West,t2,myself / comfort / express,10,66,0.151515
2024,F - Costumes,region,Local/West,t4,clothes / normal / ahead,9,66,0.136364
2024,F - Costumes,region,Local/West,t5,good / conversation / fun,5,66,0.075758
2024,F - Costumes,region,Local/West,t3,mood / self / depends,10,66,0.151515
2024,F - Costumes,region,Local/West,t6,outfits / love / more,7,66,0.106061
2024,F - Costumes,region,Local/West,t1,plan / ahead / others,5,66,0.075758
2024,F - Costumes,age_band,30s,t6,outfits / love / more,8,53,0.150943
2024,F - Costumes,age_band,30s,t2,myself / comfort / express,11,53,0.207547
2024,F - Costumes,age_band,30s,t5,good / conversation / fun,3,53,0.056604
2024,F - Costumes,age_band,30s,t0,both / positively / most,1,53,0.018868
2024,F - Costumes,age_band,30s,t4,clothes / normal / ahead,8,53,0.150943
2024,F - Costumes,age_band,30s,t1,plan / ahead / others,4,53,0.075472
2024,F - Costumes,age_band,30s,t7,more / much / comfortable,13,53,0.245283
2024,F - Costumes,age_band,30s,t3,mood / self / depends,5,53,0.09434
2024,F - Costumes,age_band,40s,t7,more / much / comfortable,6,27,0.222222
2024,F - Costumes,age_band,40s,t3,mood / self / depends,4,27,0.148148
2024,F - Costumes,age_band,40s,t2,myself / comfort / express,4,27,0.148148
2024,F - Costumes,age_band,40s,t6,outfits / love / more,3,27,0.111111
2024,F - Costumes,age_band,40s,t0,both / positively / most,2,27,0.074074
2024,F - Costumes,age_band,40s,t1,plan / ahead / others,6,27,0.222222
2024,F - Costumes,age_band,40s,t5,good / conversation / fun,2,27,0.074074
2024,F - Costumes,age_band,<30,t7,more / much / comfortable,6,19,0.315789
2024,F - Costumes,age_band,<30,t6,outfits / love / more,4,19,0.210526
2024,F - Costumes,age_band,<30,t2,myself / comfort / express,3,19,0.157895
2024,F - Costumes,age_band,<30,t5,good / conversation / fun,1,19,0.052632
2024,F - Costumes,age_band,<30,t4,clothes / normal / ahead,3,19,0.157895
2024,F - Costumes,age_band,<30,t0,both / positively / most,1,19,0.052632
2024,F - Costumes,age_band,<30,t3,mood / self / depends,1,19,0.052632
2024,F - Costumes,age_band,50s,t1,plan / ahead / others,5,18,0.277778
2024,F - Costumes,age_band,50s,t4,clothes / normal / ahead,1,18,0.055556
2024,F - Costumes,age_band,50s,t5,good / conversation / fun,3,18,0.166667
2024,F - Costumes,age_band,50s,t3,mood / self / depends,4,18,0.222222
2024,F - Costumes,age_band,50s,t2,myself / comfort / express,3,18,0.166667
2024,F - Costumes,age_band,50s,t6,outfits / love / more,1,18,0.055556
2024,F - Costumes,age_band,50s,t7,more / much / comfortable,1,18,0.055556
2024,F - Costumes,burn_statusxgender,Virgin | M,t6,outfits / love / more,2,20,0.1
2024,F - Costumes,burn_statusxgender,Virgin | M,t5,good / conversation / fun,2,20,0.1
2024,F - Costumes,burn_statusxgender,Virgin | M,t7,more / much / comfortable,6,20,0.3
2024,F - Costumes,burn_statusxgender,Virgin | M,t2,myself / comfort / express,2,20,0.1
2024,F - Costumes,burn_statusxgender,Virgin | M,t1,plan / ahead / others,3,20,0.15
2024,F - Costumes,burn_statusxgender,Virgin | M,t3,mood / self / depends,4,20,0.2
2024,F - Costumes,burn_statusxgender,Virgin | M,t0,both / positively / most,1,20,0.05
2024,F - Costumes,burn_statusxgender,Veteran | M,t2,myself / comfort / express,5,16,0.3125
2024,F - Costumes,burn_statusxgender,Veteran | M,t7,more / much / comfortable,3,16,0.1875
2024,F - Costumes,burn_statusxgender,Veteran | M,t1,plan / ahead / others,2,16,0.125
2024,F - Costumes,burn_statusxgender,Veteran | M,t5,good / conversation / fun,2,16,0.125
2024,F - Costumes,burn_statusxgender,Veteran | M,t6,outfits / love / more,3,16,0.1875
2024,F - Costumes,burn_statusxgender,Veteran | M,t3,mood / self / depends,1,16,0.0625
2024,F - Costumes,burn_statusxgender,Sophomore | F,t1,plan / ahead / others,5,22,0.227273
2024,F - Costumes,burn_statusxgender,Sophomore | F,t6,outfits / love / more,2,22,0.090909
2024,F - Costumes,burn_statusxgender,Sophomore | F,t5,good / conversation / fun,1,22,0.045455
2024,F - Costumes,burn_statusxgender,Sophomore | F,t4,clothes / normal / ahead,4,22,0.181818
2024,F - Costumes,burn_statusxgender,Sophomore | F,t7,more / much / comfortable,4,22,0.181818
2024,F - Costumes,burn_statusxgender,Sophomore | F,t2,myself / comfort / express,2,22,0.090909
2024,F - Costumes,burn_statusxgender,Sophomore | F,t3,mood / self / depends,3,22,0.136364
2024,F - Costumes,burn_statusxgender,Sophomore | F,t0,both / positively / most,1,22,0.045455
2024,F - Costumes,burn_statusxregion,Virgin | US Other,t6,outfits / love / more,4,22,0.181818
2024,F - Costumes,burn_statusxregion,Virgin | US Other,t5,good / conversation / fun,2,22,0.090909
2024,F - Costumes,burn_statusxregion,Virgin | US Other,t7,more / much / comfortable,5,22,0.227273
2024,F - Costumes,burn_statusxregion,Virgin | US Other,t4,clothes / normal / ahead,2,22,0.090909
2024,F - Costumes,burn_statusxregion,Virgin | US Other,t1,plan / ahead / others,3,22,0.136364
2024,F - Costumes,burn_statusxregion,Virgin | US Other,t0,both / positively / most,1,22,0.045455
2024,F - Costumes,burn_statusxregion,Virgin | US Other,t3,mood / self / depends,2,22,0.090909
2024,F - Costumes,burn_statusxregion,Virgin | US Other,t2,myself / comfort / express,3,22,0.136364
2024,F - Costumes,burn_statusxregion,Veteran | Local/West,t7,more / much / comfortable,3,17,0.176471
2024,F - Costumes,burn_statusxregion,Veteran | Local/West,t2,myself / comfort / express,5,17,0.294118
2024,F - Costumes,burn_statusxregion,Veteran | Local/West,t5,good / conversation / fun,3,17,0.176471
2024,F - Costumes,burn_statusxregion,Veteran | Local/West,t6,outfits / love / more,2,17,0.117647
2024,F - Costumes,burn_statusxregion,Veteran | Local/West,t1,plan / ahead / others,1,17,0.058824
2024,F - Costumes,burn_statusxregion,Veteran | Local/West,t4,clothes / normal / ahead,2,17,0.117647
2024,F - Costumes,burn_statusxregion,Veteran | Local/West,t3,mood / self / depends,1,17,0.058824
2024,F - Costumes,burn_statusxregion,Sophomore | Local/West,t0,both / positively / most,2,16,0.125
2024,F - Costumes,burn_statusxregion,Sophomore | Local/West,t4,clothes / normal / ahead,4,16,0.25
2024,F - Costumes,burn_statusxregion,Sophomore | Local/West,t2,myself / comfort / express,2,16,0.125
2024,F - Costumes,burn_statusxregion,Sophomore | Local/West,t6,outfits / love / more,1,16,0.0625
2024,F - Costumes,burn_statusxregion,Sophomore | Local/West,t7,more / much / comfortable,5,16,0.3125
2024,F - Costumes,burn_statusxregion,Sophomore | Local/West,t3,mood / self / depends,2,16,0.125
2024,F - Costumes,burn_statusxregion,Sophomore | US Other,t1,plan / ahead / others,5,16,0.3125
2024,F - Costumes,burn_statusxregion,Sophomore | US Other,t7,more / much / comfortable,3,16,0.1875
2024,F - Costumes,burn_statusxregion,Sophomore | US Other,t6,outfits / love / more,2,16,0.125
2024,F - Costumes,burn_statusxregion,Sophomore | US Other,t5,good / conversation / fun,1,16,0.0625
2024,F - Costumes,burn_statusxregion,Sophomore | US Other,t3,mood / self / depends,3,16,0.1875
2024,F - Costumes,burn_statusxregion,Sophomore | US Other,t4,clothes / normal / ahead,1,16,0.0625
2024,F - Costumes,burn_statusxregion,Sophomore | US Other,t2,myself / comfort / express,1,16,0.0625
2024,F - Costumes,burn_statusxregion,Virgin | Local/West,t2,myself / comfort / express,2,15,0.133333
2024,F - Costumes,burn_statusxregion,Virgin | Local/West,t5,good / conversation / fun,1,15,0.066667
2024,F - Costumes,burn_statusxregion,Virgin | Local/West,t7,more / much / comfortable,6,15,0.4
2024,F - Costumes,burn_statusxregion,Virgin | Local/West,t3,mood / self / depends,4,15,0.266667
2024,F - Costumes,burn_statusxregion,Virgin | Local/West,t0,both / positively / most,1,15,0.066667
2024,F - Costumes,burn_statusxregion,Virgin | Local/West,t6,outfits / love / more,1,15,0.066667
2024,F - Costumes,genderxregion,M | US Other,t0,both / positively / most,1,23,0.043478
2024,F - Costumes,genderxregion,M | US Other,t6,outfits / love / more,5,23,0.217391
2024,F - Costumes,genderxregion,M | US Other,t5,good / conversation / fun,1,23,0.043478
2024,F - Costumes,genderxregion,M | US Other,t7,more / much / comfortable,5,23,0.217391
2024,F - Costumes,genderxregion,M | US Other,t1,plan / ahead / others,5,23,0.217391
2024,F - Costumes,genderxregion,M | US Other,t2,myself / comfort / express,4,23,0.173913
2024,F - Costumes,genderxregion,M | US Other,t3,mood / self / depends,2,23,0.086957
2024,F - Costumes,genderxregion,F | Local/West,t7,more / much / comfortable,6,26,0.230769
2024,F - Costumes,genderxregion,F | Local/West,t3,mood / self / depends,4,26,0.153846
2024,F - Costumes,genderxregion,F | Local/West,t4,clothes / normal / ahead,3,26,0.115385
2024,F - Costumes,genderxregion,F | Local/West,t0,both / positively / most,2,26,0.076923
2024,F - Costumes,genderxregion,F | Local/West,t2,myself / comfort / express,6,26,0.230769
2024,F - Costumes,genderxregion,F | Local/West,t1,plan / ahead / others,2,26,0.076923
2024,F - Costumes,genderxregion,F | Local/West,t5,good / conversation / fun,2,26,0.076923
2024,F - Costumes,genderxregion,F | Local/West,t6,outfits / love / more,1,26,0.038462
2024,F - Costumes,genderxregion,F | US Other,t2,myself / comfort / express,5,30,0.166667
2024,F - Costumes,genderxregion,F | US Other,t3,mood / self / depends,4,30,0.133333
2024,F - Costumes,genderxregion,F | US Other,t1,plan / ahead / others,4,30,0.133333
2024,F - Costumes,genderxregion,F | US Other,t4,clothes / normal / ahead,3,30,0.1
2024,F - Costumes,genderxregion,F | US Other,t6,outfits / love / more,3,30,0.1
2024,F - Costumes,genderxregion,F | US Other,t5,good / conversation / fun,4,30,0.133333
2024,F - Costumes,genderxregion,F | US Other,t0,both / positively / most,1,30,0.033333
2024,F - Costumes,genderxregion,F | US Other,t7,more / much / comfortable,6,30,0.2
2024,F - Costumes,genderxregion,M | Local/West,t0,both / positively / most,2,28,0.071429
2024,F - Costumes,genderxregion,M | Local/West,t2,myself / comfort / express,3,28,0.107143
2024,F - Costumes,genderxregion,M | Local/West,t4,clothes / normal / ahead,2,28,0.071429
2024,F - Costumes,genderxregion,M | Local/West,t5,good / conversation / fun,3,28,0.107143
2024,F - Costumes,genderxregion,M | Local/West,t7,more / much / comfortable,8,28,0.285714
2024,F - Costumes,genderxregion,M | Local/West,t3,mood / self / depends,4,28,0.142857
2024,F - Costumes,genderxregion,M | Local/West,t6,outfits / love / more,4,28,0.142857
2024,F - Costumes,genderxregion,M | Local/West,t1,plan / ahead / others,2,28,0.071429
2024,D - Boundaries of Humanity,burn_status,Sophomore,t6,compassion / future / only,6,29,0.206897
2024,D - Boundaries of Humanity,burn_status,Sophomore,t4,capacity / being / bad,4,29,0.137931
2024,D - Boundaries of Humanity,burn_status,Sophomore,t5,emotions / can / humans,4,29,0.137931
2024,D - Boundaries of Humanity,burn_status,Sophomore,t0,different / don / work,2,29,0.068966
2024,D - Boundaries of Humanity,burn_status,Sophomore,t3,self / human / intelligence,3,29,0.103448
2024,D - Boundaries of Humanity,burn_status,Sophomore,t7,love / hope / empathy,2,29,0.068966
2024,D - Boundaries of Humanity,burn_status,Sophomore,t9,drink / more / moral,2,29,0.068966
2024,D - Boundaries of Humanity,burn_status,Sophomore,t8,empathy / emotion / cool,4,29,0.137931
2024,D - Boundaries of Humanity,burn_status,Sophomore,t1,loss / love / humans,1,29,0.034483
2024,D - Boundaries of Humanity,burn_status,Sophomore,t2,soul / language / experience,1,29,0.034483
2024,D - Boundaries of Humanity,burn_status,Virgin,t5,emotions / can / humans,2,23,0.086957
2024,D - Boundaries of Humanity,burn_status,Virgin,t9,drink / more / moral,3,23,0.130435
2024,D - Boundaries of Humanity,burn_status,Virgin,t8,empathy / emotion / cool,1,23,0.043478
2024,D - Boundaries of Humanity,burn_status,Virgin,t7,love / hope / empathy,5,23,0.217391
2024,D - Boundaries of Humanity,burn_status,Virgin,t3,self / human / intelligence,1,23,0.043478
2024,D - Boundaries of Humanity,burn_status,Virgin,t4,capacity / being / bad,2,23,0.086957
2024,D - Boundaries of Humanity,burn_status,Virgin,t2,soul / language / experience,3,23,0.130435
2024,D - Boundaries of Humanity,burn_status,Virgin,t6,compassion / future / only,6,23,0.26087
2024,D - Boundaries of Humanity,burn_status,Veteran,t5,emotions / can / humans,4,19,0.210526
2024,D - Boundaries of Humanity,burn_status,Veteran,t6,compassion / future / only,2,19,0.105263
2024,D - Boundaries of Humanity,burn_status,Veteran,t7,love / hope / empathy,3,19,0.157895
2024,D - Boundaries of Humanity,burn_status,Veteran,t3,self / human / intelligence,1,19,0.052632
2024,D - Boundaries of Humanity,burn_status,Veteran,t8,empathy / emotion / cool,2,19,0.105263
2024,D - Boundaries of Humanity,burn_status,Veteran,t4,capacity / being / bad,2,19,0.105263
2024,D - Boundaries of Humanity,burn_status,Veteran,t0,different / don / work,3,19,0.157895
2024,D - Boundaries of Humanity,burn_status,Veteran,t2,soul / language / experience,1,19,0.052632
2024,D - Boundaries of Humanity,burn_status,Veteran,t9,drink / more / moral,1,19,0.052632
2024,D - Boundaries of Humanity,burn_status,Unknown,t6,compassion / future / only,7,16,0.4375
2024,D - Boundaries of Humanity,burn_status,Unknown,t7,love / hope / empathy,2,16,0.125
