age_band,0,1,2,3,4,5+,missing
<=22,0.0,66.3936962857888,33.606303714211194,0.0,0.0,0.0,0.0
23-28,0.0,49.094537480311146,15.564744929591646,18.569661725692395,7.471486408558676,9.299569455846129,0.0
29-34,0.0,43.459742511029944,17.736375795276114,14.680274510486086,14.491026679243083,9.632580503964771,0.0
35-39,0.0,31.60936912863036,16.951594738153787,12.81575927206049,11.329518055977749,27.29375880517761,0.0
40-49,0.0,27.655848825033075,18.426109555518387,15.397486701464821,9.389600919834757,29.130953998148968,0.0
50-59,0.0,31.934950197007854,17.56175033471066,10.354294228581866,8.727059307725387,31.421945931974243,0.0
60+,0.0,22.27178662995043,18.606849883591998,9.280846971010915,14.621992993120775,35.218523522325874,0.0
