age_band,0,1,2,3,4,5+,missing
<=22,0.0,38.45123465915665,18.14627870811997,15.685387099878016,8.767667961351803,18.94943157149355,0.0
23-28,0.0,39.823023888996374,19.41606329676589,17.994533150284127,16.18644404277126,6.579935621182355,0.0
29-34,0.0,28.873203326765573,17.975670116860414,18.350365712815428,15.584808103268339,19.215952740290245,0.0
35-39,0.0,24.81623971939228,17.018107348060056,16.35172692990491,11.33863985081288,30.475286151829877,0.0
40-49,0.0,21.62580730319044,14.03075997249734,14.019690626342474,13.861591790104006,36.36978976964073,0.0923605382250223
50-59,0.0,17.262212704805645,14.718973377053105,11.974402123981786,12.232384946822867,43.65661133019423,0.15541551714236848
60+,0.0,19.97027374591393,10.062537618213192,11.506868187511953,11.656959448415465,46.80336099994545,0.0
